created_at,updated_at,name,id,municipality_id
2023-06-12 05:25:34.973010 +00:00,2023-06-12 05:25:34.973049 +00:00,Benjamín García,321372,1026
2023-06-12 05:25:35.000172 +00:00,2023-06-12 05:25:35.000211 +00:00,Bohemia,71209,1026
2023-06-12 05:25:35.027174 +00:00,2023-06-12 05:25:35.027213 +00:00,Boyeros (Fontanar)-Wajay –El Chico-El Morado,197833,1026
2023-06-12 05:25:35.054200 +00:00,2023-06-12 05:25:35.054238 +00:00,C,259428,1026
2023-06-12 05:25:35.081023 +00:00,2023-06-12 05:25:35.081062 +00:00,Calabazar,71218,1026
2023-06-12 05:25:35.107999 +00:00,2023-06-12 05:25:35.108040 +00:00,California,164563,1026
2023-06-12 05:25:35.135112 +00:00,2023-06-12 05:25:35.135152 +00:00,Calixto García,261506,1026
2023-06-12 05:25:35.162214 +00:00,2023-06-12 05:25:35.162254 +00:00,Callejón 1,65662,1026
2023-06-12 05:25:35.189074 +00:00,2023-06-12 05:25:35.189112 +00:00,Callejón 202 B,166332,1026
2023-06-12 05:25:35.216231 +00:00,2023-06-12 05:25:35.216271 +00:00,Callejón 270,97894,1026
2023-06-12 05:25:35.243262 +00:00,2023-06-12 05:25:35.243302 +00:00,Callejón A,387815,1026
2023-06-12 05:25:35.270220 +00:00,2023-06-12 05:25:35.270260 +00:00,Callejón Andrade,349750,1026
2023-06-12 05:25:35.297122 +00:00,2023-06-12 05:25:35.297162 +00:00,Callejón Bloque A,381622,1026
2023-06-12 05:25:35.324278 +00:00,2023-06-12 05:25:35.324318 +00:00,Callejón D,477912,1026
2023-06-12 05:25:35.351320 +00:00,2023-06-12 05:25:35.351359 +00:00,Callejón de La Pastora,69336,1026
2023-06-12 05:25:35.378378 +00:00,2023-06-12 05:25:35.378419 +00:00,Callejón de La Rosa,325084,1026
2023-06-12 05:25:35.405228 +00:00,2023-06-12 05:25:35.405268 +00:00,Callejón del Cojo,419968,1026
2023-06-12 05:25:35.432390 +00:00,2023-06-12 05:25:35.432437 +00:00,Callejón Este,103083,1026
2023-06-12 05:25:35.459471 +00:00,2023-06-12 05:25:35.459510 +00:00,Callejón Sur,134699,1026
2023-06-12 05:25:35.486443 +00:00,2023-06-12 05:25:35.486482 +00:00,Callejón Vecinal,293191,1026
2023-06-12 05:25:35.510346 +00:00,2023-06-12 05:25:35.510357 +00:00,Calzada de Alday,286209,1026
2023-06-12 05:25:35.529221 +00:00,2023-06-12 05:25:35.529232 +00:00,Calzada de Bejucal,293584,1026
2023-06-12 05:25:35.550800 +00:00,2023-06-12 05:25:35.550839 +00:00,Calzada del Río,71163,1026
2023-06-12 05:25:35.574511 +00:00,2023-06-12 05:25:35.574518 +00:00,Calzada de Santiago de Las Vegas,478311,1026
2023-06-12 05:25:35.593454 +00:00,2023-06-12 05:25:35.593464 +00:00,Calzada de Vento,166395,1026
2023-06-12 05:25:35.612741 +00:00,2023-06-12 05:25:35.612756 +00:00,Camino a La Finca Pepilla,482666,1026
2023-06-12 05:25:35.632584 +00:00,2023-06-12 05:25:35.632615 +00:00,Camino a La Recría,102574,1026
2023-06-12 05:25:35.660857 +00:00,2023-06-12 05:25:35.660896 +00:00,Camino a Tirabeque,224504,1026
2023-06-12 05:25:35.684881 +00:00,2023-06-12 05:25:35.684892 +00:00,Camino Berenguer,33549,1026
2023-06-12 05:25:35.703949 +00:00,2023-06-12 05:25:35.703963 +00:00,Camino Circular,419603,1026
2023-06-12 05:25:35.724311 +00:00,2023-06-12 05:25:35.724381 +00:00,Camino de Acceso a Finca San Rafael,132965,1026
2023-06-12 05:25:35.752455 +00:00,2023-06-12 05:25:35.752495 +00:00,Camino del Río,2205,1026
2023-06-12 05:25:35.779392 +00:00,2023-06-12 05:25:35.779431 +00:00,Camino Finca Guayabal,96551,1026
2023-06-12 05:25:35.806402 +00:00,2023-06-12 05:25:35.806440 +00:00,Camino Finca Los Elefantes,356391,1026
2023-06-12 05:25:35.833388 +00:00,2023-06-12 05:25:35.833427 +00:00,Camino Norte,103081,1026
2023-06-12 05:25:35.860597 +00:00,2023-06-12 05:25:35.860639 +00:00,Camino Nuevo,476181,1026
2023-06-12 05:25:35.887514 +00:00,2023-06-12 05:25:35.887553 +00:00,Camino Palo Blanco,416064,1026
2023-06-12 05:25:35.914523 +00:00,2023-06-12 05:25:35.914561 +00:00,Camino Vecinal,97399,1026
2023-06-12 05:25:35.941599 +00:00,2023-06-12 05:25:35.941636 +00:00,Caña,256931,1026
2023-06-12 05:25:35.968616 +00:00,2023-06-12 05:25:35.968658 +00:00,Carlos Nuñez,385859,1026
2023-06-12 05:25:35.995648 +00:00,2023-06-12 05:25:35.995687 +00:00,Carmelina,198024,1026
2023-06-12 05:25:36.022743 +00:00,2023-06-12 05:25:36.022783 +00:00,Carretera a Almacenes,163530,1026
2023-06-12 05:25:36.049725 +00:00,2023-06-12 05:25:36.049765 +00:00,Carretera a Expocuba,128800,1026
2023-06-12 05:25:36.076808 +00:00,2023-06-12 05:25:36.076848 +00:00,Carretera al Rincón,418202,1026
2023-06-12 05:25:36.103816 +00:00,2023-06-12 05:25:36.103854 +00:00,Carretera a San Antonio de Los Baños,32615,1026
2023-06-12 05:25:36.131448 +00:00,2023-06-12 05:25:36.131486 +00:00,Carretera a Tirabeque,450750,1026
2023-06-12 05:25:36.157831 +00:00,2023-06-12 05:25:36.157870 +00:00,Carretera de La Cujae,128626,1026
2023-06-12 05:25:36.184767 +00:00,2023-06-12 05:25:36.184807 +00:00,Carretera del Cacahual,259430,1026
2023-06-12 05:25:36.211786 +00:00,2023-06-12 05:25:36.211828 +00:00,Carretera del Wajay,482711,1026
2023-06-12 05:25:36.238867 +00:00,2023-06-12 05:25:36.238906 +00:00,Carretera de Murgas,388586,1026
2023-06-12 05:25:36.265832 +00:00,2023-06-12 05:25:36.265871 +00:00,Carretera de Santiago de Las Vegas-Managua-Cuatro Caminos,70783,1026
2023-06-12 05:25:36.292792 +00:00,2023-06-12 05:25:36.292834 +00:00,Carretera de Wajay-Rincón,97924,1026
2023-06-12 05:25:36.320021 +00:00,2023-06-12 05:25:36.320060 +00:00,Carretera El Globo,288474,1026
2023-06-12 05:25:36.343669 +00:00,2023-06-12 05:25:36.343677 +00:00,Carretera El  Morado-Avenida 161,321057,1026
2023-06-12 05:25:36.362321 +00:00,2023-06-12 05:25:36.362329 +00:00,Carretera Empresa Tropiflora,356448,1026
2023-06-12 05:25:36.381030 +00:00,2023-06-12 05:25:36.381037 +00:00,Carretera Expocuba-Tec. Villena,254017,1026
2023-06-12 05:25:36.399926 +00:00,2023-06-12 05:25:36.399938 +00:00,Carretera Ispjae,444917,1026
2023-06-12 05:25:36.418737 +00:00,2023-06-12 05:25:36.418748 +00:00,Carretera Las Guasimas,32532,1026
2023-06-12 05:25:36.438175 +00:00,2023-06-12 05:25:36.438193 +00:00,Carretera Prensa Latina,127858,1026
2023-06-12 05:25:36.467537 +00:00,2023-06-12 05:25:36.467577 +00:00,Carretera Santiago de Las Vegas,261453,1026
2023-06-12 05:25:36.494423 +00:00,2023-06-12 05:25:36.494462 +00:00,Carretera Santiago Wajay,322540,1026
2023-06-12 05:25:36.521368 +00:00,2023-06-12 05:25:36.521408 +00:00,Carretera Torrens,349969,1026
2023-06-12 05:25:36.545967 +00:00,2023-06-12 05:25:36.545986 +00:00,Carretera Vieja de Vento,324558,1026
2023-06-12 05:25:36.572663 +00:00,2023-06-12 05:25:36.572674 +00:00,Celedonio Bernal,196946,1026
2023-06-12 05:25:36.590572 +00:00,2023-06-12 05:25:36.590579 +00:00,Celso Stakeman,382909,1026
2023-06-12 05:25:36.609632 +00:00,2023-06-12 05:25:36.609641 +00:00,Central,229590,1026
2023-06-12 05:25:36.631546 +00:00,2023-06-12 05:25:36.631586 +00:00,Céspedes,194395,1026
2023-06-12 05:25:36.658619 +00:00,2023-06-12 05:25:36.658659 +00:00,Cidré,34434,1026
2023-06-12 05:25:36.685581 +00:00,2023-06-12 05:25:36.685621 +00:00,Cinco Palmas,227811,1026
2023-06-12 05:25:36.712530 +00:00,2023-06-12 05:25:36.712570 +00:00,Circulación Tejar,197573,1026
2023-06-12 05:25:36.800515 +00:00,2023-06-12 05:25:36.800553 +00:00,Circunvalación,480255,1026
2023-06-12 05:25:36.833415 +00:00,2023-06-12 05:25:36.833453 +00:00,Colón,229611,1026
2023-06-12 05:25:36.860437 +00:00,2023-06-12 05:25:36.860477 +00:00,Coralina,96272,1026
2023-06-12 05:25:36.887431 +00:00,2023-06-12 05:25:36.887471 +00:00,Corina,66974,1026
2023-06-12 05:25:36.914475 +00:00,2023-06-12 05:25:36.914515 +00:00,Corta,99221,1026
2023-06-12 05:25:36.941538 +00:00,2023-06-12 05:25:36.941577 +00:00,Cortés,63759,1026
2023-06-12 05:25:36.968555 +00:00,2023-06-12 05:25:36.968595 +00:00,Cotilla,356864,1026
2023-06-12 05:25:36.995526 +00:00,2023-06-12 05:25:36.995566 +00:00,Cowley,419152,1026
2023-06-12 05:25:37.022610 +00:00,2023-06-12 05:25:37.022648 +00:00,Cuervo,420888,1026
2023-06-12 05:25:37.237462 +00:00,2023-06-12 05:25:37.237501 +00:00,D,293328,1026
2023-06-12 05:25:37.282899 +00:00,2023-06-12 05:25:37.282938 +00:00,E,645,1026
2023-06-12 05:25:37.408248 +00:00,2023-06-12 05:25:37.408288 +00:00,El Balcón de Boyeros,383563,1026
2023-06-12 05:25:37.457368 +00:00,2023-06-12 05:25:37.457407 +00:00,Embil,325159,1026
2023-06-12 05:25:37.554036 +00:00,2023-06-12 05:25:37.554076 +00:00,Emilio Nuñez,165686,1026
2023-06-12 05:25:37.630333 +00:00,2023-06-12 05:25:37.630346 +00:00,Entrada,166597,1026
2023-06-12 05:25:37.740451 +00:00,2023-06-12 05:25:37.740492 +00:00,Entrada a La Escuela de Enfermeria,447530,1026
2023-06-12 05:25:37.767399 +00:00,2023-06-12 05:25:37.767438 +00:00,Entrada Um,350243,1026
2023-06-12 05:25:37.790756 +00:00,2023-06-12 05:25:37.790763 +00:00,Estrada,229606,1026
2023-06-12 05:25:37.812775 +00:00,2023-06-12 05:25:37.812811 +00:00,F,130480,1026
2023-06-12 05:25:37.840121 +00:00,2023-06-12 05:25:37.840175 +00:00,Fernándo de Castro,325151,1026
2023-06-12 05:25:37.867135 +00:00,2023-06-12 05:25:37.867174 +00:00,Final,197662,1026
2023-06-12 05:25:37.894230 +00:00,2023-06-12 05:25:37.894270 +00:00,Flores,66003,1026
2023-06-12 05:25:37.921102 +00:00,2023-06-12 05:25:37.921142 +00:00,G,162565,1026
2023-06-12 05:25:37.948182 +00:00,2023-06-12 05:25:37.948221 +00:00,Gaditano,222209,1026
2023-06-12 05:25:37.975299 +00:00,2023-06-12 05:25:37.975340 +00:00,General Maceo,102068,1026
2023-06-12 05:25:38.002202 +00:00,2023-06-12 05:25:38.002240 +00:00,Granja,38658,1026
2023-06-12 05:25:38.029195 +00:00,2023-06-12 05:25:38.029234 +00:00,H,7866,1026
2023-06-12 05:25:38.056289 +00:00,2023-06-12 05:25:38.056327 +00:00,I,95955,1026
2023-06-12 05:25:38.083327 +00:00,2023-06-12 05:25:38.083366 +00:00,Ignacio Castro,320160,1026
2023-06-12 05:25:38.110255 +00:00,2023-06-12 05:25:38.110293 +00:00,Interior,39093,1026
2023-06-12 05:25:38.137417 +00:00,2023-06-12 05:25:38.137456 +00:00,J,32765,1026
2023-06-12 05:25:38.164443 +00:00,2023-06-12 05:25:38.164483 +00:00,Jesús de Nazareno,225876,1026
2023-06-12 05:25:38.191494 +00:00,2023-06-12 05:25:38.191534 +00:00,K,356462,1026
2023-06-12 05:25:38.218439 +00:00,2023-06-12 05:25:38.218478 +00:00,L,413836,1026
2023-06-12 05:25:38.245044 +00:00,2023-06-12 05:25:38.245080 +00:00,Larcada,356877,1026
2023-06-12 05:25:38.272174 +00:00,2023-06-12 05:25:38.272222 +00:00,Lasart,134774,1026
2023-06-12 05:25:38.299249 +00:00,2023-06-12 05:25:38.299301 +00:00,Las Palmas,356522,1026
2023-06-12 05:25:38.326281 +00:00,2023-06-12 05:25:38.326317 +00:00,Libertad,71111,1026
2023-06-12 05:25:38.353105 +00:00,2023-06-12 05:25:38.353142 +00:00,Lídice,129963,1026
2023-06-12 05:25:38.380193 +00:00,2023-06-12 05:25:38.380229 +00:00,Lililoy,478883,1026
2023-06-12 05:25:38.407483 +00:00,2023-06-12 05:25:38.407531 +00:00,Lima,449338,1026
2023-06-12 05:25:38.435168 +00:00,2023-06-12 05:25:38.435207 +00:00,Lindero,444274,1026
2023-06-12 05:25:38.791920 +00:00,2023-06-12 05:25:38.791959 +00:00,Lindero Cerca,480015,1026
2023-06-12 05:25:38.880137 +00:00,2023-06-12 05:25:38.880177 +00:00,Linderos del Laboratorio,451311,1026
2023-06-12 05:25:38.907377 +00:00,2023-06-12 05:25:38.907417 +00:00,Lindero Tejar,384459,1026
2023-06-12 05:25:38.934344 +00:00,2023-06-12 05:25:38.934384 +00:00,Loma Blanca,356725,1026
2023-06-12 05:25:38.961318 +00:00,2023-06-12 05:25:38.961358 +00:00,López del Rincón,290121,1026
2023-06-12 05:25:38.988367 +00:00,2023-06-12 05:25:38.988411 +00:00,M,191703,1026
2023-06-12 05:25:39.012220 +00:00,2023-06-12 05:25:39.012229 +00:00,Manhattan,199108,1026
2023-06-12 05:25:39.031162 +00:00,2023-06-12 05:25:39.031174 +00:00,María Capote,134737,1026
2023-06-12 05:25:39.050337 +00:00,2023-06-12 05:25:39.050352 +00:00,Mario Ruiz,65386,1026
2023-06-12 05:25:39.079804 +00:00,2023-06-12 05:25:39.079842 +00:00,Máximo Gómez,3272,1026
2023-06-12 05:25:39.106844 +00:00,2023-06-12 05:25:39.106884 +00:00,Melilla,39417,1026
2023-06-12 05:25:39.133841 +00:00,2023-06-12 05:25:39.133880 +00:00,Miguel Blanco,325235,1026
2023-06-12 05:25:39.160921 +00:00,2023-06-12 05:25:39.160961 +00:00,Morro,292901,1026
2023-06-12 05:25:39.187950 +00:00,2023-06-12 05:25:39.187991 +00:00,N,162985,1026
2023-06-12 05:25:39.214927 +00:00,2023-06-12 05:25:39.214966 +00:00,Nacional,418094,1026
2023-06-12 05:25:39.241972 +00:00,2023-06-12 05:25:39.242010 +00:00,Norte,986,1026
2023-06-12 05:25:39.269020 +00:00,2023-06-12 05:25:39.269059 +00:00,Norte-Sur,261177,1026
2023-06-12 05:25:39.296051 +00:00,2023-06-12 05:25:39.296091 +00:00,Nueva,229640,1026
2023-06-12 05:25:39.323069 +00:00,2023-06-12 05:25:39.323116 +00:00,Orosia,127691,1026
2023-06-12 05:25:39.350160 +00:00,2023-06-12 05:25:39.350200 +00:00,Palmar,325052,1026
2023-06-12 05:25:39.377190 +00:00,2023-06-12 05:25:39.377229 +00:00,Parque,356913,1026
2023-06-12 05:25:39.401099 +00:00,2023-06-12 05:25:39.401109 +00:00,Parque Este,192377,1026
2023-06-12 05:25:39.419540 +00:00,2023-06-12 05:25:39.419548 +00:00,Parque Oeste,229577,1026
2023-06-12 05:25:39.438325 +00:00,2023-06-12 05:25:39.438333 +00:00,Pasaje 1,70861,1026
2023-06-12 05:25:39.457056 +00:00,2023-06-12 05:25:39.457064 +00:00,Pasaje 2,166569,1026
2023-06-12 05:25:39.475721 +00:00,2023-06-12 05:25:39.475729 +00:00,Pasaje 3,351141,1026
2023-06-12 05:25:39.494186 +00:00,2023-06-12 05:25:39.494193 +00:00,Pasaje 319,257574,1026
2023-06-12 05:25:39.512764 +00:00,2023-06-12 05:25:39.512772 +00:00,Pasaje B,354704,1026
2023-06-12 05:25:39.531971 +00:00,2023-06-12 05:25:39.531982 +00:00,Pasaje Central,355705,1026
2023-06-12 05:25:39.550698 +00:00,2023-06-12 05:25:39.550709 +00:00,Pasaje Cuervo,134428,1026
2023-06-12 05:25:39.569674 +00:00,2023-06-12 05:25:39.569687 +00:00,Pasaje Domínguez,319654,1026
2023-06-12 05:25:39.590324 +00:00,2023-06-12 05:25:39.590361 +00:00,Pasaje Elias,451671,1026
2023-06-12 05:25:39.618109 +00:00,2023-06-12 05:25:39.618165 +00:00,Pasaje Enrríquez,35350,1026
2023-06-12 05:25:39.644614 +00:00,2023-06-12 05:25:39.644652 +00:00,Pasajeg,166632,1026
2023-06-12 05:25:39.669403 +00:00,2023-06-12 05:25:39.669416 +00:00,Pasaje Macías,482112,1026
2023-06-12 05:25:39.690543 +00:00,2023-06-12 05:25:39.690592 +00:00,Pasaje Marichal,130392,1026
2023-06-12 05:25:39.717509 +00:00,2023-06-12 05:25:39.717546 +00:00,Pasaje País,479306,1026
2023-06-12 05:25:39.744610 +00:00,2023-06-12 05:25:39.744647 +00:00,Pasaje Portela,165706,1026
2023-06-12 05:25:39.771965 +00:00,2023-06-12 05:25:39.772005 +00:00,Pasaje Ramallo,447263,1026
2023-06-12 05:25:39.798957 +00:00,2023-06-12 05:25:39.798997 +00:00,Pasaje Sur,98993,1026
2023-06-12 05:25:39.826091 +00:00,2023-06-12 05:25:39.826131 +00:00,Paseo,65986,1026
2023-06-12 05:25:39.853142 +00:00,2023-06-12 05:25:39.853180 +00:00,Perla,292892,1026
2023-06-12 05:25:39.879895 +00:00,2023-06-12 05:25:39.879932 +00:00,Polvorín,317942,1026
2023-06-12 05:25:39.906841 +00:00,2023-06-12 05:25:39.906877 +00:00,Prensa,66667,1026
2023-06-12 05:25:39.934283 +00:00,2023-06-12 05:25:39.934322 +00:00,Presidente Gómez,7786,1026
2023-06-12 05:25:39.961168 +00:00,2023-06-12 05:25:39.961208 +00:00,Primera,161437,1026
2023-06-12 05:25:39.988286 +00:00,2023-06-12 05:25:39.988327 +00:00,Principal,102251,1026
2023-06-12 05:25:40.014806 +00:00,2023-06-12 05:25:40.014843 +00:00,Quintana,223293,1026
2023-06-12 05:25:40.040876 +00:00,2023-06-12 05:25:40.040901 +00:00,Quivicán-Bejucal-Límite Ciudad de La Habana Rincón,388368,1026
2023-06-12 05:25:40.069433 +00:00,2023-06-12 05:25:40.069473 +00:00,Real,350605,1026
2023-06-12 05:25:40.096322 +00:00,2023-06-12 05:25:40.096394 +00:00,República,451755,1026
2023-06-12 05:25:40.123637 +00:00,2023-06-12 05:25:40.123676 +00:00,Rodríguez Morini,66454,1026
2023-06-12 05:25:40.150536 +00:00,2023-06-12 05:25:40.150576 +00:00,Ronda,293213,1026
2023-06-12 05:25:40.177321 +00:00,2023-06-12 05:25:40.177359 +00:00,Rosita,102965,1026
2023-06-12 05:25:40.214736 +00:00,2023-06-12 05:25:40.214776 +00:00,Rotonda,387057,1026
2023-06-12 05:25:40.241885 +00:00,2023-06-12 05:25:40.241924 +00:00,San Antonio,7446,1026
2023-06-12 05:25:40.268833 +00:00,2023-06-12 05:25:40.268872 +00:00,Sanguily,415428,1026
2023-06-12 05:25:40.295890 +00:00,2023-06-12 05:25:40.295938 +00:00,San Ignacio,1277,1026
2023-06-12 05:25:40.323154 +00:00,2023-06-12 05:25:40.323194 +00:00,San José,483069,1026
2023-06-12 05:25:40.349983 +00:00,2023-06-12 05:25:40.350024 +00:00,San Juan,477059,1026
2023-06-12 05:25:40.376966 +00:00,2023-06-12 05:25:40.377006 +00:00,San Maríano,420112,1026
2023-06-12 05:25:40.404059 +00:00,2023-06-12 05:25:40.404099 +00:00,Santa Amelia,476918,1026
2023-06-12 05:25:40.430998 +00:00,2023-06-12 05:25:40.431039 +00:00,Santa Ana,70805,1026
2023-06-12 05:25:40.458060 +00:00,2023-06-12 05:25:40.458100 +00:00,Santa Rosa,388561,1026
2023-06-12 05:25:40.485039 +00:00,2023-06-12 05:25:40.485078 +00:00,Segunda,447132,1026
2023-06-12 05:25:40.512200 +00:00,2023-06-12 05:25:40.512239 +00:00,Serpentía,134671,1026
2023-06-12 05:25:40.539202 +00:00,2023-06-12 05:25:40.539242 +00:00,Sur,260775,1026
2023-06-12 05:25:40.566611 +00:00,2023-06-12 05:25:40.566654 +00:00,Tejar,70332,1026
2023-06-12 05:25:40.592909 +00:00,2023-06-12 05:25:40.592946 +00:00,Tercera,351719,1026
2023-06-12 05:25:40.617103 +00:00,2023-06-12 05:25:40.617111 +00:00,Terraplén 202 A,194498,1026
2023-06-12 05:25:40.635582 +00:00,2023-06-12 05:25:40.635590 +00:00,Terraplén A,419593,1026
2023-06-12 05:25:40.657684 +00:00,2023-06-12 05:25:40.657724 +00:00,Terraplén Acceso a Laguna de Oxidación,102557,1026
2023-06-12 05:25:40.684607 +00:00,2023-06-12 05:25:40.684645 +00:00,Terraplén a Vivero,158947,1026
2023-06-12 05:25:40.709102 +00:00,2023-06-12 05:25:40.709117 +00:00,Terraplén B,451364,1026
2023-06-12 05:25:40.738988 +00:00,2023-06-12 05:25:40.739028 +00:00,Trebol,451622,1026
2023-06-12 05:25:40.766037 +00:00,2023-06-12 05:25:40.766077 +00:00,Tres Palmas,451850,1026
2023-06-12 05:25:40.792898 +00:00,2023-06-12 05:25:40.792937 +00:00,Trujillo,97717,1026
2023-06-12 05:25:40.820132 +00:00,2023-06-12 05:25:40.820173 +00:00,Varona,72147,1026
2023-06-12 05:25:40.847089 +00:00,2023-06-12 05:25:40.847129 +00:00,Vial Costa a Costa,320538,1026
2023-06-12 05:25:41.294095 +00:00,2023-06-12 05:25:41.294135 +00:00,1,71338,1033
2023-06-12 05:25:41.348532 +00:00,2023-06-12 05:25:41.348554 +00:00,10,261632,1033
2023-06-12 05:25:41.377359 +00:00,2023-06-12 05:25:41.377399 +00:00,100,8606,1033
2023-06-12 05:25:41.404433 +00:00,2023-06-12 05:25:41.404475 +00:00,10 de Mayo,166665,1033
2023-06-12 05:25:41.431465 +00:00,2023-06-12 05:25:41.431507 +00:00,10ma,261841,1033
2023-06-12 05:25:41.458410 +00:00,2023-06-12 05:25:41.458451 +00:00,11,452535,1033
2023-06-12 05:25:41.485528 +00:00,2023-06-12 05:25:41.485569 +00:00,11 A,452776,1033
2023-06-12 05:25:41.512600 +00:00,2023-06-12 05:25:41.512641 +00:00,12,167377,1033
2023-06-12 05:25:41.539600 +00:00,2023-06-12 05:25:41.539641 +00:00,13,40382,1033
2023-06-12 05:25:41.566590 +00:00,2023-06-12 05:25:41.566630 +00:00,13a,230103,1033
2023-06-12 05:25:41.593590 +00:00,2023-06-12 05:25:41.593630 +00:00,13 A,255022,1033
2023-06-12 05:25:41.620717 +00:00,2023-06-12 05:25:41.620758 +00:00,13 de Agosto,477794,1033
2023-06-12 05:25:41.647723 +00:00,2023-06-12 05:25:41.647764 +00:00,14,72002,1033
2023-06-12 05:25:41.674720 +00:00,2023-06-12 05:25:41.674760 +00:00,15,286008,1033
2023-06-12 05:25:41.701635 +00:00,2023-06-12 05:25:41.701676 +00:00,17,8346,1033
2023-06-12 05:25:41.725192 +00:00,2023-06-12 05:25:41.725199 +00:00,18,72199,1033
2023-06-12 05:25:41.744373 +00:00,2023-06-12 05:25:41.744401 +00:00,19,166758,1033
2023-06-12 05:25:41.763289 +00:00,2023-06-12 05:25:41.763301 +00:00,1 A,420525,1033
2023-06-12 05:25:41.784833 +00:00,2023-06-12 05:25:41.784874 +00:00,1ra,357228,1033
2023-06-12 05:25:41.811967 +00:00,2023-06-12 05:25:41.812007 +00:00,1ra A,293786,1033
2023-06-12 05:25:41.838868 +00:00,2023-06-12 05:25:41.838908 +00:00,1ra de Alkazar,357225,1033
2023-06-12 05:25:41.866177 +00:00,2023-06-12 05:25:41.866219 +00:00,1ra Norte,483802,1033
2023-06-12 05:25:41.892816 +00:00,2023-06-12 05:25:41.892855 +00:00,2,293457,1033
2023-06-12 05:25:41.920071 +00:00,2023-06-12 05:25:41.920111 +00:00,24,326220,1033
2023-06-12 05:25:41.947149 +00:00,2023-06-12 05:25:41.947190 +00:00,26,319036,1033
2023-06-12 05:25:41.974106 +00:00,2023-06-12 05:25:41.974146 +00:00,27 de Noviembre,325976,1033
2023-06-12 05:25:42.001163 +00:00,2023-06-12 05:25:42.001203 +00:00,28,325519,1033
2023-06-12 05:25:42.028259 +00:00,2023-06-12 05:25:42.028300 +00:00,2da,8038,1033
2023-06-12 05:25:42.055226 +00:00,2023-06-12 05:25:42.055266 +00:00,2da B,71509,1033
2023-06-12 05:25:42.082342 +00:00,2023-06-12 05:25:42.082383 +00:00,2da Norte,388882,1033
2023-06-12 05:25:42.109362 +00:00,2023-06-12 05:25:42.109403 +00:00,3,388920,1033
2023-06-12 05:25:42.136271 +00:00,2023-06-12 05:25:42.136312 +00:00,30,39937,1033
2023-06-12 05:25:42.163348 +00:00,2023-06-12 05:25:42.163389 +00:00,30 A,223252,1033
2023-06-12 05:25:42.190462 +00:00,2023-06-12 05:25:42.190504 +00:00,32,350485,1033
2023-06-12 05:25:42.217413 +00:00,2023-06-12 05:25:42.217452 +00:00,34,8466,1033
2023-06-12 05:25:42.244501 +00:00,2023-06-12 05:25:42.244542 +00:00,36,388955,1033
2023-06-12 05:25:42.271562 +00:00,2023-06-12 05:25:42.271603 +00:00,36 A,198632,1033
2023-06-12 05:25:42.298482 +00:00,2023-06-12 05:25:42.298523 +00:00,36 B,1289,1033
2023-06-12 05:25:42.325593 +00:00,2023-06-12 05:25:42.325634 +00:00,38,223115,1033
2023-06-12 05:25:42.352644 +00:00,2023-06-12 05:25:42.352684 +00:00,38 A,135109,1033
2023-06-12 05:25:42.379610 +00:00,2023-06-12 05:25:42.379651 +00:00,3ra,8086,1033
2023-06-12 05:25:42.406588 +00:00,2023-06-12 05:25:42.406629 +00:00,3ra C,293685,1033
2023-06-12 05:25:42.433680 +00:00,2023-06-12 05:25:42.433720 +00:00,4,389083,1033
2023-06-12 05:25:42.460703 +00:00,2023-06-12 05:25:42.460743 +00:00,40,230114,1033
2023-06-12 05:25:42.487688 +00:00,2023-06-12 05:25:42.487729 +00:00,42,230123,1033
2023-06-12 05:25:42.514834 +00:00,2023-06-12 05:25:42.514872 +00:00,44,96676,1033
2023-06-12 05:25:42.541873 +00:00,2023-06-12 05:25:42.541912 +00:00,44 A,96566,1033
2023-06-12 05:25:42.568907 +00:00,2023-06-12 05:25:42.568949 +00:00,44 B,32641,1033
2023-06-12 05:25:42.595962 +00:00,2023-06-12 05:25:42.596003 +00:00,4 A,135141,1033
2023-06-12 05:25:42.622946 +00:00,2023-06-12 05:25:42.622985 +00:00,4 B,325575,1033
2023-06-12 05:25:42.649952 +00:00,2023-06-12 05:25:42.649994 +00:00,4ta,199112,1033
2023-06-12 05:25:42.730669 +00:00,2023-06-12 05:25:42.730713 +00:00,5,319522,1033
2023-06-12 05:25:42.767538 +00:00,2023-06-12 05:25:42.767552 +00:00,5 A,135214,1033
2023-06-12 05:25:42.785925 +00:00,2023-06-12 05:25:42.785932 +00:00,5 B,8288,1033
2023-06-12 05:25:42.804639 +00:00,2023-06-12 05:25:42.804647 +00:00,5 C,198514,1033
2023-06-12 05:25:42.826308 +00:00,2023-06-12 05:25:42.826344 +00:00,5ta,40077,1033
2023-06-12 05:25:42.853723 +00:00,2023-06-12 05:25:42.853763 +00:00,6,262302,1033
2023-06-12 05:25:42.880844 +00:00,2023-06-12 05:25:42.880885 +00:00,6ta,389465,1033
2023-06-12 05:25:42.907816 +00:00,2023-06-12 05:25:42.907855 +00:00,7,420313,1033
2023-06-12 05:25:42.934852 +00:00,2023-06-12 05:25:42.934893 +00:00,7 A,483419,1033
2023-06-12 05:25:42.961938 +00:00,2023-06-12 05:25:42.961979 +00:00,7 B,451945,1033
2023-06-12 05:25:42.988994 +00:00,2023-06-12 05:25:42.989035 +00:00,7ma,483573,1033
2023-06-12 05:25:43.015584 +00:00,2023-06-12 05:25:43.015595 +00:00,8,40594,1033
2023-06-12 05:25:43.039848 +00:00,2023-06-12 05:25:43.039858 +00:00,8va,452050,1033
